timestamp,temperatura_C,humedad_pct,voltaje_bateria_V,rssi_dbm
2026-09-06 04:15:00,11.2,83.7,3.68,-60
2026-09-06 04:30:00,11.8,85.6,3.76,-49
2026-09-06 04:45:00,11.6,81.9,3.78,-61
2026-09-06 05:00:00,12.3,81.2,3.79,-63
2026-09-06 05:15:00,13.1,79.7,3.81,-63
2026-09-06 05:30:00,12.3,75.5,3.79,-58
2026-09-06 05:45:00,11.8,79.3,3.81,-66
2026-09-06 06:00:00,12.8,79.7,3.79,-57
2026-09-06 06:15:00,12.4,78.3,3.82,-59
2026-09-06 06:30:00,12.5,76.8,3.87,-68
2026-09-06 06:45:00,13.4,75.5,3.92,-64
2026-09-06 07:00:00,14.5,75.0,3.93,-63
2026-09-06 07:15:00,14.0,73.7,3.93,-64
2026-09-06 07:30:00,14.5,70.1,4.01,-61
2026-09-06 07:45:00,16.1,67.1,4.05,-59
2026-09-06 08:00:00,15.5,69.8,3.96,-61
2026-09-06 08:15:00,15.9,65.1,4.02,-61
2026-09-06 08:30:00,16.9,63.7,4.01,-64
2026-09-06 08:45:00,17.6,65.1,4.04,-60
2026-09-06 09:00:00,16.1,62.0,4.12,-62
2026-09-06 09:15:00,18.5,62.8,4.06,-67
2026-09-06 09:30:00,18.1,60.0,4.06,-59
2026-09-06 09:45:00,19.1,62.4,4.15,-61
2026-09-06 10:00:00,18.4,58.9,4.09,-54
2026-09-06 10:15:00,19.4,58.6,4.08,-58
2026-09-06 10:30:00,19.3,60.4,4.13,-56
2026-09-06 10:45:00,20.3,56.2,4.13,-65
2026-09-06 11:00:00,19.9,56.4,4.1,-62
2026-09-06 11:15:00,19.2,52.9,4.13,-63
2026-09-06 11:30:00,21.5,50.9,4.13,-67
2026-09-06 11:45:00,20.8,57.0,4.16,-65
2026-09-06 12:00:00,21.6,52.2,4.12,-63
2026-09-06 12:15:00,21.3,52.9,4.16,-61
2026-09-06 12:30:00,21.3,53.9,4.2,-62
2026-09-06 12:45:00,21.2,52.5,4.16,-68
2026-09-06 13:00:00,22.7,50.7,4.17,-66
2026-09-06 13:15:00,22.4,49.5,4.1,-60
2026-09-06 13:30:00,22.1,46.4,4.15,-61
2026-09-06 13:45:00,23.9,47.7,4.17,-60
2026-09-06 14:00:00,23.0,43.6,4.17,-70
2026-09-06 14:15:00,23.5,43.6,4.13,-56
2026-09-06 14:30:00,23.4,50.6,4.07,-63
2026-09-06 14:45:00,23.1,48.1,4.1,-63
2026-09-06 15:00:00,22.3,48.1,4.11,-58
2026-09-06 15:15:00,22.3,48.4,4.03,-58
2026-09-06 15:30:00,23.4,50.2,4.06,-63
2026-09-06 15:45:00,22.6,48.5,3.98,-60
2026-09-06 16:00:00,21.9,46.3,3.98,-60
2026-09-06 16:15:00,21.9,49.9,3.94,-59
2026-09-06 16:30:00,23.2,45.4,3.98,-61
2026-09-06 16:45:00,22.6,49.0,3.93,-66
2026-09-06 17:00:00,22.1,45.9,3.93,-56
2026-09-06 17:15:00,22.1,52.3,3.9,-63
2026-09-06 17:30:00,22.1,51.2,3.9,-68
2026-09-06 17:45:00,20.6,58.6,3.85,-58
2026-09-06 18:00:00,21.6,50.8,3.83,-58
2026-09-06 18:15:00,21.7,53.7,3.84,-65
2026-09-06 18:30:00,19.9,58.6,3.83,-52
2026-09-06 18:45:00,21.1,55.0,3.82,-62
2026-09-06 19:00:00,18.9,55.2,3.76,-63
2026-09-06 19:15:00,19.6,56.9,3.74,-57
2026-09-06 19:30:00,18.2,57.8,3.7,-61
2026-09-06 19:45:00,18.3,62.8,3.72,-59
2026-09-06 20:00:00,18.6,59.7,3.66,-62
2026-09-06 20:15:00,18.1,65.2,3.67,-63
2026-09-06 20:30:00,19.2,63.6,3.62,-57
2026-09-06 20:45:00,16.3,63.3,3.65,-56
2026-09-06 21:00:00,16.1,66.5,3.58,-62
2026-09-06 21:15:00,17.4,68.3,3.67,-65
2026-09-06 21:30:00,16.2,65.8,3.64,-63
2026-09-06 21:45:00,17.2,71.7,3.6,-65
2026-09-06 22:00:00,15.4,70.6,3.6,-64
2026-09-06 22:15:00,13.9,66.4,3.6,-60
2026-09-06 22:30:00,15.0,69.5,3.56,-56
2026-09-06 22:45:00,14.6,77.3,3.55,-59
2026-09-06 23:00:00,13.3,73.9,3.55,-55
2026-09-06 23:15:00,13.6,75.0,3.51,-60
2026-09-06 23:30:00,13.5,80.5,3.6,-62
2026-09-06 23:45:00,12.5,77.7,3.57,-69
2026-09-07 00:00:00,13.2,79.0,3.52,-61
2026-09-07 00:15:00,12.5,80.2,3.54,-66
2026-09-07 00:30:00,13.2,79.8,3.55,-63
2026-09-07 00:45:00,11.7,81.7,3.49,-65
2026-09-07 01:00:00,11.8,83.2,3.58,-58
2026-09-07 01:15:00,12.3,82.0,3.57,-62
2026-09-07 01:30:00,12.0,85.9,3.59,-58
2026-09-07 01:45:00,11.3,82.9,3.58,-62
2026-09-07 02:00:00,11.7,77.0,3.55,-60
2026-09-07 02:15:00,10.9,83.7,3.58,-63
2026-09-07 02:30:00,11.2,82.7,3.68,-63
2026-09-07 02:45:00,11.3,82.3,3.64,-58
2026-09-07 03:00:00,10.6,85.9,3.61,-68
2026-09-07 03:15:00,11.7,83.3,3.67,-67
2026-09-07 03:30:00,11.5,78.8,3.64,-66
2026-09-07 03:45:00,10.3,82.1,3.66,-62
2026-09-07 04:00:00,10.4,82.7,3.68,-65
2026-09-07 04:15:00,11.0,81.6,3.77,-62
2026-09-07 04:30:00,11.7,80.4,3.74,-61
2026-09-07 04:45:00,10.9,82.0,3.77,-66
2026-09-07 05:00:00,11.3,87.1,3.8,-65
2026-09-07 05:15:00,11.1,85.3,3.77,-58
2026-09-07 05:30:00,12.0,79.5,3.82,-66
2026-09-07 05:45:00,13.6,76.3,3.81,-63
2026-09-07 06:00:00,14.1,76.9,3.84,-60
2026-09-07 06:15:00,13.1,75.5,3.86,-63
2026-09-07 06:30:00,12.9,77.8,3.95,-58
2026-09-07 06:45:00,14.0,74.1,3.89,-57
2026-09-07 07:00:00,13.1,73.8,3.94,-67
2026-09-07 07:15:00,14.5,71.9,3.95,-60
2026-09-07 07:30:00,15.8,77.2,3.95,-55
2026-09-07 07:45:00,15.9,74.7,4.03,-55
2026-09-07 08:00:00,14.7,68.4,3.94,-66
2026-09-07 08:15:00,16.3,69.4,4.05,-66
2026-09-07 08:30:00,16.7,64.8,4.06,-63
2026-09-07 08:45:00,16.7,66.9,4.08,-66
2026-09-07 09:00:00,17.0,66.2,4.05,-62
2026-09-07 09:15:00,16.2,66.0,4.12,-68
2026-09-07 09:30:00,18.2,58.5,4.1,-64
2026-09-07 09:45:00,18.2,57.3,4.1,-67
2026-09-07 10:00:00,19.4,54.9,4.15,-76
2026-09-07 10:15:00,18.3,55.7,4.2,-84
2026-09-07 10:30:00,19.4,57.0,4.13,-83
2026-09-07 10:45:00,20.1,59.6,4.19,-90
2026-09-07 11:00:00,19.1,57.1,4.13,-92
2026-09-07 11:15:00,20.7,54.3,4.13,-81
2026-09-07 11:30:00,19.6,53.2,4.15,-86
2026-09-07 11:45:00,20.7,52.3,4.18,-82
2026-09-07 12:00:00,21.5,51.3,4.15,-73
2026-09-07 12:15:00,20.8,47.2,4.09,-67
2026-09-07 12:30:00,22.7,48.8,4.1,-65
2026-09-07 12:45:00,22.7,44.5,4.2,-60
2026-09-07 13:00:00,22.2,51.9,4.14,-64
2026-09-07 13:15:00,23.2,49.6,4.13,-59
2026-09-07 13:30:00,22.1,48.6,4.18,-66
2026-09-07 13:45:00,23.3,52.9,4.16,-59
2026-09-07 14:00:00,23.3,45.7,4.11,-60
2026-09-07 14:15:00,22.7,43.9,4.09,-64
2026-09-07 14:30:00,23.0,47.3,4.11,-61
2026-09-07 14:45:00,23.6,44.0,4.02,-64
2026-09-07 15:00:00,22.7,52.5,4.07,-57
2026-09-07 15:15:00,22.3,47.8,3.99,-69
2026-09-07 15:30:00,23.6,46.1,3.96,-68
2026-09-07 15:45:00,22.9,46.6,3.98,-58
2026-09-07 16:00:00,23.7,49.8,4.03,-68
2026-09-07 16:15:00,23.3,48.5,3.96,-64
2026-09-07 16:30:00,23.1,46.8,3.95,-62
2026-09-07 16:45:00,23.1,50.5,3.98,-62
2026-09-07 17:00:00,23.1,47.0,3.94,-60
2026-09-07 17:15:00,22.7,49.3,3.92,-61
2026-09-07 17:30:00,22.5,50.4,3.89,-64
2026-09-07 17:45:00,21.3,51.9,3.92,-61
2026-09-07 18:00:00,21.2,50.4,3.86,-65
2026-09-07 18:15:00,22.1,50.8,3.79,-59
2026-09-07 18:30:00,20.2,55.8,3.79,-63
2026-09-07 18:45:00,20.0,53.6,3.8,-63
2026-09-07 19:00:00,19.5,57.6,3.78,-65
2026-09-07 19:15:00,20.1,58.5,3.84,-72
2026-09-07 19:30:00,19.6,56.9,3.75,-60
2026-09-07 19:45:00,18.4,63.4,3.71,-67
2026-09-07 20:00:00,18.5,62.9,3.64,-68
2026-09-07 20:15:00,18.1,58.1,3.68,-62
2026-09-07 20:30:00,17.7,65.1,3.65,-61
2026-09-07 20:45:00,17.5,64.5,3.61,-64
2026-09-07 21:00:00,16.9,60.7,3.63,-58
2026-09-07 21:15:00,16.6,67.7,3.64,-62
2026-09-07 21:30:00,16.0,61.0,3.6,-60
2026-09-07 21:45:00,13.9,67.5,3.57,-60
2026-09-07 22:00:00,15.3,68.1,3.56,-58
2026-09-07 22:15:00,14.6,67.3,3.54,-55
2026-09-07 22:30:00,14.2,67.5,3.57,-56
2026-09-07 22:45:00,15.2,69.4,3.54,-68
2026-09-07 23:00:00,13.5,73.2,3.6,-65
2026-09-07 23:15:00,14.5,77.7,3.59,-64
2026-09-07 23:30:00,14.1,74.4,3.6,-56
2026-09-07 23:45:00,12.9,72.7,3.57,-63
2026-09-08 00:00:00,13.0,76.8,3.61,-65
2026-09-08 00:15:00,12.7,84.8,3.54,-58
2026-09-08 00:30:00,12.8,74.9,3.53,-66
2026-09-08 00:45:00,11.7,83.8,3.57,-59
2026-09-08 01:00:00,11.7,81.7,3.53,-61
2026-09-08 01:15:00,13.1,86.3,3.61,-65
2026-09-08 01:30:00,11.0,79.4,3.52,-68
2026-09-08 01:45:00,11.0,84.8,3.64,-59
2026-09-08 02:00:00,12.1,85.1,3.59,-63
2026-09-08 02:15:00,10.9,81.5,3.59,-53
2026-09-08 02:30:00,11.4,83.7,3.61,-62
2026-09-08 02:45:00,12.2,86.4,3.6,-68
2026-09-08 03:00:00,10.9,82.0,3.63,-65
2026-09-08 03:15:00,11.5,85.6,3.7,-63
2026-09-08 03:30:00,11.4,80.9,3.69,-64
2026-09-08 03:45:00,9.9,81.8,3.71,-58
2026-09-08 04:00:00,10.2,83.4,3.71,-72
2026-09-08 04:15:00,11.9,83.2,3.7,-60
2026-09-08 04:30:00,12.2,80.7,3.73,-63
2026-09-08 04:45:00,11.3,76.9,3.76,-59
2026-09-08 05:00:00,11.2,78.9,3.79,-66
2026-09-08 05:15:00,12.0,75.0,3.73,-60
2026-09-08 05:30:00,12.0,79.1,3.78,-61
2026-09-08 05:45:00,12.1,81.5,3.81,-65
2026-09-08 06:00:00,12.9,79.4,3.84,-61
2026-09-08 06:15:00,13.6,77.2,3.83,-66
2026-09-08 06:30:00,13.3,75.1,3.89,-59
2026-09-08 06:45:00,14.0,72.5,3.9,-62
2026-09-08 07:00:00,14.8,74.7,3.94,-65
2026-09-08 07:15:00,14.0,72.2,4.02,-63
2026-09-08 07:30:00,15.2,72.8,3.94,-59
2026-09-08 07:45:00,14.9,68.0,3.96,-59
2026-09-08 08:00:00,16.7,68.4,4.0,-70
2026-09-08 08:15:00,15.5,70.7,4.0,-62
2026-09-08 08:30:00,15.7,69.5,4.04,-63
2026-09-08 08:45:00,16.6,65.5,4.03,-59
2026-09-08 09:00:00,16.6,60.3,4.07,-62
2026-09-08 09:15:00,17.1,71.4,4.06,-65
2026-09-08 09:30:00,16.3,61.2,4.1,-60
2026-09-08 09:45:00,18.2,62.2,4.18,-52
2026-09-08 10:00:00,19.8,59.1,4.13,-65
2026-09-08 10:15:00,19.5,59.3,4.1,-66
2026-09-08 10:30:00,19.6,52.0,4.17,-58
2026-09-08 10:45:00,20.9,61.1,4.08,-64
2026-09-08 11:00:00,19.8,53.4,4.14,-53
2026-09-08 11:15:00,20.4,60.6,4.13,-70
2026-09-08 11:30:00,21.7,56.1,4.13,-56
2026-09-08 11:45:00,20.3,54.5,4.15,-62
2026-09-08 12:00:00,20.6,54.2,4.17,-57
2026-09-08 12:15:00,21.0,53.0,4.1,-57
2026-09-08 12:30:00,22.3,45.8,4.15,-62
2026-09-08 12:45:00,20.4,50.4,4.15,-65
2026-09-08 13:00:00,22.3,46.9,4.09,-64
2026-09-08 13:15:00,23.5,50.8,4.13,-64
2026-09-08 13:30:00,21.9,47.4,4.17,-56
2026-09-08 13:45:00,23.1,46.2,4.08,-64
2026-09-08 14:00:00,22.3,50.2,4.1,-55
2026-09-08 14:15:00,22.9,48.9,4.03,-66
2026-09-08 14:30:00,23.6,47.8,4.12,-60
2026-09-08 14:45:00,23.0,48.3,4.03,-64
2026-09-08 15:00:00,22.9,46.4,4.15,-61
2026-09-08 15:15:00,21.5,44.0,4.02,-65
2026-09-08 15:30:00,23.0,43.4,4.03,-62
2026-09-08 15:45:00,22.0,47.8,4.01,-70
2026-09-08 16:00:00,23.1,44.3,3.97,-66
2026-09-08 16:15:00,22.5,50.6,3.98,-57
2026-09-08 16:30:00,23.0,43.0,3.93,-55
2026-09-08 16:45:00,23.4,46.9,3.97,-61
2026-09-08 17:00:00,22.5,50.4,3.98,-61
2026-09-08 17:15:00,21.8,50.2,3.97,-61
2026-09-08 17:30:00,20.6,51.0,3.85,-62
2026-09-08 17:45:00,20.9,48.9,3.93,-67
2026-09-08 18:00:00,20.6,51.9,3.91,-60
2026-09-08 18:15:00,20.8,47.1,3.85,-70
2026-09-08 18:30:00,20.2,56.3,3.81,-61
2026-09-08 18:45:00,20.3,56.8,3.8,-62
2026-09-08 19:00:00,19.5,53.6,3.8,-65
2026-09-08 19:15:00,19.7,55.2,3.76,-63
2026-09-08 19:30:00,19.3,55.3,3.73,-58
2026-09-08 19:45:00,18.7,58.0,3.74,-64
2026-09-08 20:00:00,18.9,59.9,3.67,-64
2026-09-08 20:15:00,18.0,59.8,3.64,-65
2026-09-08 20:30:00,19.5,60.9,3.62,-62
2026-09-08 20:45:00,16.9,63.2,3.69,-66
2026-09-08 21:00:00,15.5,65.5,3.67,-62
2026-09-08 21:15:00,17.1,68.6,3.6,-61
2026-09-08 21:30:00,16.2,70.0,3.67,-72
2026-09-08 21:45:00,16.2,68.6,3.59,-61
2026-09-08 22:00:00,15.7,71.7,3.63,-60
2026-09-08 22:15:00,13.9,69.8,3.59,-62
2026-09-08 22:30:00,14.5,68.0,3.57,-63
2026-09-08 22:45:00,14.9,75.4,3.55,-63
2026-09-08 23:00:00,14.8,71.7,3.57,-59
2026-09-08 23:15:00,12.6,73.7,3.56,-58
2026-09-08 23:30:00,12.9,74.7,3.6,-62
2026-09-08 23:45:00,12.5,75.3,3.52,-58
2026-09-09 00:00:00,12.2,75.4,3.55,-61
2026-09-09 00:15:00,13.2,77.7,3.54,-61
2026-09-09 00:30:00,12.0,79.9,3.5,-63
2026-09-09 00:45:00,12.4,80.2,3.58,-67
2026-09-09 01:00:00,10.2,79.8,3.58,-63
2026-09-09 01:15:00,11.5,79.9,3.59,-66
2026-09-09 01:30:00,11.9,81.2,3.58,-57
2026-09-09 01:45:00,11.7,82.2,3.56,-64
2026-09-09 02:00:00,10.6,83.4,3.58,-62
2026-09-09 02:15:00,10.6,82.0,3.57,-64
2026-09-09 02:30:00,10.1,83.9,3.67,-64
2026-09-09 02:45:00,10.9,85.1,3.66,-60
2026-09-09 03:00:00,11.0,80.4,3.62,-58
2026-09-09 03:15:00,12.1,83.6,3.7,-62
2026-09-09 03:30:00,11.2,85.5,3.66,-66
2026-09-09 03:45:00,11.9,79.7,3.71,-64
2026-09-09 04:00:00,11.7,79.0,3.71,-66
2026-09-09 04:15:00,10.3,81.3,3.73,-63
2026-09-09 04:30:00,11.9,80.6,3.77,-62
2026-09-09 04:45:00,11.6,82.6,3.78,-64
2026-09-09 05:00:00,11.7,81.6,3.8,-61
2026-09-09 05:15:00,12.0,80.7,3.79,-60
2026-09-09 05:30:00,12.9,78.0,3.83,-67
2026-09-09 05:45:00,13.5,77.4,3.81,-62
2026-09-09 06:00:00,12.1,73.3,3.8,-63
2026-09-09 06:15:00,13.5,76.9,3.88,-62
2026-09-09 06:30:00,13.6,78.5,3.88,-66
2026-09-09 06:45:00,13.4,72.4,3.92,-56
2026-09-09 07:00:00,14.1,71.7,3.94,-66
2026-09-09 07:15:00,14.1,75.2,3.95,-60
2026-09-09 07:30:00,15.8,73.6,3.9,-60
2026-09-09 07:45:00,14.9,69.0,3.98,-62
2026-09-09 08:00:00,16.7,72.2,3.97,-62
2026-09-09 08:15:00,15.3,69.2,4.02,-61
2026-09-09 08:30:00,16.4,67.8,4.05,-64
2026-09-09 08:45:00,17.2,73.7,4.08,-64
2026-09-09 09:00:00,16.4,61.6,4.02,-62
2026-09-09 09:15:00,17.7,61.5,4.06,-53
2026-09-09 09:30:00,18.1,64.1,4.07,-61
2026-09-09 09:45:00,17.7,64.0,4.1,-61
2026-09-09 10:00:00,19.2,61.5,4.1,-56
2026-09-09 10:15:00,19.0,60.1,4.11,-57
2026-09-09 10:30:00,18.4,58.8,4.17,-59
2026-09-09 10:45:00,20.6,61.4,4.13,-55
2026-09-09 11:00:00,20.6,57.0,4.15,-60
2026-09-09 11:15:00,20.8,51.6,4.14,-58
2026-09-09 11:30:00,20.6,54.7,4.18,-58
2026-09-09 11:45:00,20.4,52.2,4.19,-63
2026-09-09 12:00:00,21.8,53.1,4.19,-65
2026-09-09 12:15:00,21.9,52.4,4.15,-57
2026-09-09 12:30:00,21.9,49.5,4.07,-59
2026-09-09 12:45:00,21.4,53.7,4.05,-62
2026-09-09 13:00:00,21.2,51.0,4.02,-68
2026-09-09 13:15:00,22.2,53.4,4.02,-57
2026-09-09 13:30:00,22.4,49.7,3.95,-59
2026-09-09 13:45:00,22.4,47.2,3.89,-58
2026-09-09 14:00:00,22.1,46.7,3.94,-62
2026-09-09 14:15:00,22.6,49.4,3.84,-71
2026-09-09 14:30:00,23.4,46.6,3.77,-61
2026-09-09 14:45:00,22.8,48.4,3.81,-57
2026-09-09 15:00:00,22.5,49.9,3.65,-64
2026-09-09 15:15:00,23.8,47.8,3.72,-59
2026-09-09 15:30:00,23.2,44.4,3.63,-60
2026-09-09 15:45:00,23.2,47.0,3.75,-57
2026-09-09 16:00:00,22.0,45.8,3.65,-60
2026-09-09 16:15:00,22.3,50.5,3.65,-57
2026-09-09 16:30:00,22.3,48.9,3.73,-59
2026-09-09 16:45:00,23.3,51.5,3.67,-61
2026-09-09 17:00:00,21.3,51.2,3.7,-60
2026-09-09 17:15:00,22.3,51.8,3.73,-56
2026-09-09 17:30:00,22.6,52.5,3.76,-57
2026-09-09 17:45:00,22.3,47.5,3.74,-58
2026-09-09 18:00:00,22.2,49.9,3.79,-62
2026-09-09 18:15:00,20.1,53.2,3.77,-67
2026-09-09 18:30:00,21.4,51.9,3.85,-63
2026-09-09 18:45:00,21.1,52.0,3.79,-67
2026-09-09 19:00:00,19.6,56.0,3.78,-56
2026-09-09 19:15:00,20.5,56.6,3.75,-59
2026-09-09 19:30:00,19.4,62.8,3.76,-66
2026-09-09 19:45:00,19.6,55.1,3.72,-61
2026-09-09 20:00:00,19.5,58.6,3.68,-63
2026-09-09 20:15:00,19.0,58.8,3.68,-53
2026-09-09 20:30:00,18.0,63.4,3.69,-61
2026-09-09 20:45:00,17.1,62.6,3.66,-72
2026-09-09 21:00:00,17.5,69.2,3.6,-68
2026-09-09 21:15:00,16.6,64.1,3.65,-63
2026-09-09 21:30:00,16.0,68.0,3.62,-56
2026-09-09 21:45:00,16.4,68.8,3.59,-60
2026-09-09 22:00:00,15.1,74.0,3.61,-60
2026-09-09 22:15:00,14.2,70.9,3.57,-52
2026-09-09 22:30:00,15.0,72.1,3.6,-57
2026-09-09 22:45:00,13.6,77.2,3.6,-63
2026-09-09 23:00:00,13.1,73.3,3.59,-65
2026-09-09 23:15:00,13.4,75.4,3.57,-62
2026-09-09 23:30:00,12.4,76.1,3.59,-67
2026-09-09 23:45:00,12.8,79.8,3.53,-60
2026-09-10 00:00:00,11.4,79.5,3.59,-64
2026-09-10 00:15:00,13.2,75.4,3.54,-71
2026-09-10 00:30:00,12.7,77.9,3.49,-65
2026-09-10 00:45:00,12.6,80.9,3.52,-66
2026-09-10 01:00:00,11.2,81.9,3.55,-65
2026-09-10 01:15:00,10.6,81.6,3.58,-56
2026-09-10 01:30:00,11.5,83.5,3.62,-63
2026-09-10 01:45:00,11.6,84.7,3.54,-63
2026-09-10 02:00:00,11.0,84.0,3.58,-63
2026-09-10 02:15:00,11.0,83.3,3.6,-60
2026-09-10 02:30:00,11.6,80.6,3.65,-59
2026-09-10 02:45:00,11.1,86.4,3.63,-61
2026-09-10 03:00:00,11.1,76.7,3.63,-56
2026-09-10 03:15:00,11.5,83.9,3.67,-66
2026-09-10 03:30:00,10.6,83.5,3.69,-64
2026-09-10 03:45:00,11.5,84.6,3.75,-68
2026-09-10 04:00:00,12.1,83.3,3.69,-61
2026-09-10 04:15:00,10.5,83.4,3.72,-70
2026-09-10 04:30:00,11.0,83.0,3.73,-61
2026-09-10 04:45:00,12.5,78.9,3.72,-58
2026-09-10 05:00:00,12.6,81.7,3.79,-59
2026-09-10 05:15:00,10.5,80.9,3.82,-62
2026-09-10 05:30:00,12.2,79.0,3.76,-60
2026-09-10 05:45:00,13.4,73.4,3.82,-57
2026-09-10 06:00:00,13.7,80.6,3.87,-68
2026-09-10 06:15:00,12.6,77.4,3.91,-59
2026-09-10 06:30:00,14.1,77.2,3.88,-60
2026-09-10 06:45:00,13.3,80.6,3.9,-58
2026-09-10 07:00:00,13.4,75.9,3.85,-60
2026-09-10 07:15:00,14.8,74.0,3.92,-65
2026-09-10 07:30:00,15.1,70.9,3.95,-68
2026-09-10 07:45:00,14.9,71.2,3.96,-59
2026-09-10 08:00:00,17.2,68.9,4.06,-61
2026-09-10 08:15:00,15.7,69.1,4.02,-64
2026-09-10 08:30:00,15.5,67.8,4.03,-59
2026-09-10 08:45:00,17.2,64.1,4.04,-57
2026-09-10 09:00:00,16.9,65.8,4.04,-59
2026-09-10 09:15:00,18.2,61.1,4.07,-64
2026-09-10 09:30:00,17.0,62.6,4.15,-66
2026-09-10 09:45:00,19.0,61.6,4.12,-65
2026-09-10 10:00:00,18.4,61.5,4.13,-66
2026-09-10 10:15:00,18.8,55.1,4.11,-75
2026-09-10 10:30:00,18.3,59.2,4.15,-78
2026-09-10 10:45:00,20.0,60.4,4.05,-85
2026-09-10 11:00:00,19.8,56.7,4.12,-84
2026-09-10 11:15:00,20.3,54.4,4.13,-83
2026-09-10 11:30:00,20.6,54.6,4.14,-90
2026-09-10 11:45:00,21.2,56.0,4.19,-95
2026-09-10 12:00:00,22.0,53.2,4.08,-80
2026-09-10 12:15:00,21.5,54.2,4.15,-76
2026-09-10 12:30:00,21.2,52.8,4.14,-80
2026-09-10 12:45:00,21.1,50.6,4.14,-72
2026-09-10 13:00:00,23.2,48.0,4.11,-65
2026-09-10 13:15:00,21.7,47.5,4.09,-74
2026-09-10 13:30:00,22.8,52.0,4.16,-67
2026-09-10 13:45:00,22.6,48.0,4.15,-54
2026-09-10 14:00:00,22.4,45.5,4.09,-67
2026-09-10 14:15:00,23.1,46.0,4.05,-66
2026-09-10 14:30:00,23.1,45.5,4.12,-64
2026-09-10 14:45:00,23.8,47.3,4.06,-66
2026-09-10 15:00:00,23.5,50.7,4.11,-55
2026-09-10 15:15:00,22.5,44.6,4.05,-60
2026-09-10 15:30:00,22.9,43.6,4.02,-56
2026-09-10 15:45:00,22.8,47.9,3.99,-68
2026-09-10 16:00:00,23.5,50.2,4.01,-65
2026-09-10 16:15:00,22.0,46.9,4.0,-65
2026-09-10 16:30:00,23.7,50.7,3.95,-63
2026-09-10 16:45:00,23.0,49.7,3.92,-58
2026-09-10 17:00:00,23.1,52.0,3.94,-67
2026-09-10 17:15:00,22.3,49.8,3.93,-65
2026-09-10 17:30:00,22.1,52.6,3.88,-61
2026-09-10 17:45:00,20.7,49.4,3.82,-58
2026-09-10 18:00:00,21.1,49.5,3.84,-68
2026-09-10 18:15:00,20.6,47.9,3.87,-62
2026-09-10 18:30:00,20.8,49.5,3.8,-62
2026-09-10 18:45:00,19.4,54.2,3.82,-64
2026-09-10 19:00:00,21.0,58.0,3.78,-58
2026-09-10 19:15:00,20.6,53.2,3.8,-68
2026-09-10 19:30:00,19.5,60.1,3.75,-55
2026-09-10 19:45:00,19.4,60.2,3.74,-66
2026-09-10 20:00:00,19.3,57.7,3.69,-63
2026-09-10 20:15:00,17.1,66.3,3.64,-57
2026-09-10 20:30:00,16.9,61.3,3.67,-58
2026-09-10 20:45:00,17.6,64.3,3.65,-71
2026-09-10 21:00:00,17.3,63.4,3.67,-64
2026-09-10 21:15:00,17.0,71.8,3.56,-60
2026-09-10 21:30:00,17.3,71.6,3.58,-62
2026-09-10 21:45:00,15.8,65.1,3.63,-54
2026-09-10 22:00:00,15.4,68.6,3.56,-66
2026-09-10 22:15:00,15.6,68.2,3.65,-60
2026-09-10 22:30:00,15.3,73.4,3.58,-64
2026-09-10 22:45:00,14.3,71.0,3.56,-73
2026-09-10 23:00:00,14.3,72.0,3.63,-57
2026-09-10 23:15:00,12.0,74.8,3.56,-62
2026-09-10 23:30:00,14.6,76.5,3.52,-63
2026-09-10 23:45:00,13.6,79.0,3.63,-66
2026-09-11 00:00:00,12.8,78.5,3.57,-64
2026-09-11 00:15:00,12.1,74.3,3.57,-63
2026-09-11 00:30:00,12.3,80.2,3.58,-62
2026-09-11 00:45:00,12.2,83.3,3.56,-69
2026-09-11 01:00:00,11.4,77.7,3.58,-58
2026-09-11 01:15:00,11.7,79.8,3.54,-64
2026-09-11 01:30:00,9.8,80.5,3.57,-60
2026-09-11 01:45:00,12.2,83.5,3.64,-66
2026-09-11 02:00:00,11.0,82.1,3.54,-65
2026-09-11 02:15:00,10.4,87.7,3.6,-65
2026-09-11 02:30:00,10.9,88.2,3.62,-56
2026-09-11 02:45:00,12.2,80.2,3.64,-57
2026-09-11 03:00:00,10.8,83.3,3.62,-60
2026-09-11 03:15:00,10.0,83.5,3.69,-57
2026-09-11 03:30:00,11.0,79.5,3.67,-63
2026-09-11 03:45:00,10.9,82.6,3.73,-61
2026-09-11 04:00:00,10.9,85.7,3.72,-59
2026-09-11 04:15:00,11.4,78.9,3.69,-63
2026-09-11 04:30:00,10.2,81.7,3.79,-62
2026-09-11 04:45:00,11.0,81.1,3.76,-59
2026-09-11 05:00:00,11.5,79.8,3.8,-66
2026-09-11 05:15:00,11.8,81.8,3.8,-63
2026-09-11 05:30:00,12.2,77.4,3.83,-60
2026-09-11 05:45:00,12.5,70.1,3.83,-56
2026-09-11 06:00:00,12.9,77.4,3.82,-63
2026-09-11 06:15:00,13.8,78.3,3.89,-71
2026-09-11 06:30:00,13.7,77.6,3.86,-58
2026-09-11 06:45:00,13.3,73.1,3.91,-70
2026-09-11 07:00:00,12.7,72.0,3.93,-64
2026-09-11 07:15:00,15.3,73.8,3.93,-56
2026-09-11 07:30:00,14.6,73.0,3.99,-64
2026-09-11 07:45:00,15.4,69.8,3.99,-59
2026-09-11 08:00:00,16.6,72.1,3.98,-64
2026-09-11 08:15:00,15.5,71.6,4.04,-61
2026-09-11 08:30:00,16.3,68.7,4.03,-61
